시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,시장유형 구분(시장/마트) 이름,자치구 이름,년도,월,카테고리
공릉동 도깨비시장,57.0,부침가루 1kg,,2980.0,2024-11,할인,전통시장,노원구,2024,11,가공식품
공릉동 도깨비시장,60.0,국수 900g,,2980.0,2024-11,할인,전통시장,노원구,2024,11,가공식품
공릉동 도깨비시장,61.0,라면 5개입 1봉,,3780.0,2024-11,할인,전통시장,노원구,2024,11,가공식품
공릉동 도깨비시장,62.0,컵라면 1개,,1250.0,2024-11,,전통시장,노원구,2024,11,가공식품
공릉동 도깨비시장,65.0,통조림(참치) 150g,,3200.0,2024-11,,전통시장,노원구,2024,11,가공식품
공릉동 도깨비시장,71.0,밀가루 1kg,,2480.0,2024-11,,전통시장,노원구,2024,11,가공식품
장위전통시장,57.0,부침가루 1kg,,3500.0,2024-11,,전통시장,성북구,2024,11,가공식품
장위전통시장,60.0,국수 900g,,4600.0,2024-11,,전통시장,성북구,2024,11,가공식품
장위전통시장,61.0,라면 5개입 1봉,,4500.0,2024-11,,전통시장,성북구,2024,11,가공식품
장위전통시장,62.0,컵라면 1개,,1400.0,2024-11,,전통시장,성북구,2024,11,가공식품
장위전통시장,65.0,통조림(참치) 150g,,3200.0,2024-11,,전통시장,성북구,2024,11,가공식품
장위전통시장,71.0,밀가루 1kg,,2000.0,2024-11,,전통시장,성북구,2024,11,가공식품
신영시장,57.0,부침가루 1kg,,3200.0,2024-11,,전통시장,양천구,2024,11,가공식품
신영시장,60.0,국수 900g,,3500.0,2024-11,,전통시장,양천구,2024,11,가공식품
신영시장,61.0,라면 5개입 1봉,,4100.0,2024-11,,전통시장,양천구,2024,11,가공식품
신영시장,62.0,컵라면 1개,,1400.0,2024-11,,전통시장,양천구,2024,11,가공식품
신영시장,65.0,통조림(참치) 150g,,2800.0,2024-11,,전통시장,양천구,2024,11,가공식품
신영시장,71.0,밀가루 1kg,,1700.0,2024-11,,전통시장,양천구,2024,11,가공식품
비단길현대시장,57.0,부침가루 1kg,,3500.0,2024-11,,전통시장,금천구,2024,11,가공식품
비단길현대시장,60.0,국수 900g,,5500.0,2024-11,,전통시장,금천구,2024,11,가공식품
비단길현대시장,61.0,라면 5개입 1봉,,4000.0,2024-11,,전통시장,금천구,2024,11,가공식품
비단길현대시장,62.0,컵라면 1개,,1200.0,2024-11,,전통시장,금천구,2024,11,가공식품
비단길현대시장,65.0,통조림(참치) 150g,,2500.0,2024-11,,전통시장,금천구,2024,11,가공식품
비단길현대시장,71.0,밀가루 1kg,,2000.0,2024-11,,전통시장,금천구,2024,11,가공식품
숭인시장,57.0,부침가루 1kg,,2600.0,2024-11,,전통시장,강북구,2024,11,가공식품
숭인시장,60.0,국수 900g,,3250.0,2024-11,,전통시장,강북구,2024,11,가공식품
숭인시장,61.0,라면 5개입 1봉,,3800.0,2024-11,,전통시장,강북구,2024,11,가공식품
숭인시장,62.0,컵라면 1개,,1200.0,2024-11,,전통시장,강북구,2024,11,가공식품
숭인시장,65.0,통조림(참치) 150g,,2280.0,2024-11,,전통시장,강북구,2024,11,가공식품
숭인시장,71.0,밀가루 1kg,,1850.0,2024-11,,전통시장,강북구,2024,11,가공식품
상계중앙시장,57.0,부침가루 1kg,,3300.0,2024-11,,전통시장,노원구,2024,11,가공식품
상계중앙시장,60.0,국수 900g,,3300.0,2024-11,할인,전통시장,노원구,2024,11,가공식품
상계중앙시장,61.0,라면 5개입 1봉,,4300.0,2024-11,,전통시장,노원구,2024,11,가공식품
